uniqueID,date,spp,age,temp,dur1,dur2,ID,branch,EC1,temp1,EC2,temp2
519,10/3/2023,PIPO,n,25,10200,2:50:00,45,71,7.86,21.9,93.21,21.9
521,10/3/2023,PIPO,n,45,10200,2:50:00,47,71,45.09,22.1,95.69,21.9
523,10/3/2023,PSME,n,25,500,8:20,49,61,4.84,21.7,76.79,22.2
524,10/3/2023,PSME,o,25,500,8:20,50,61,3.14,21.7,38.52,22.3
525,10/3/2023,PSME,n,45,500,8:20,51,61,5.18,21.5,74.32,22.3
526,10/3/2023,PSME,o,45,500,8:20,52,61,3.89,21.6,37.68,22.4
527,10/3/2023,PSME,n,25,500,8:20,53,62,4.36,21.6,56.45,22.5
528,10/3/2023,PSME,o,25,500,8:20,54,62,4.84,21.5,52.21,22.5
529,10/3/2023,PSME,n,45,500,8:20,55,62,4.88,21.6,61.46,22.6
530,10/3/2023,PSME,o,45,500,8:20,56,62,4.59,21.6,50.39,22.5
531,10/3/2023,PSME,n,25,500,8:20,57,63,10.03,21.6,81.48,22.5
532,10/3/2023,PSME,o,25,500,8:20,58,63,6.35,21.7,59.75,22.7
533,10/3/2023,PSME,n,45,500,8:20,59,63,6.98,21.6,84.15,22.6
534,10/3/2023,PSME,o,45,500,8:20,60,63,5,21.5,56.98,22.5
535,10/3/2023,PSME,n,25,4750,1:19:10,61,64,3.76,21.7,64.34,22.5
536,10/3/2023,PSME,o,25,4750,1:19:10,62,64,3.94,21.7,54.34,22.5
537,10/3/2023,PSME,n,45,4750,1:19:10,63,64,12.65,21.8,63.41,22.5
538,10/3/2023,PSME,o,45,4750,1:19:10,64,64,42.72,21.7,68.23,22.4
539,10/3/2023,PSME,n,25,4750,1:19:10,65,65,6.36,21.8,85.71,22.2
540,10/3/2023,PSME,o,25,4750,1:19:10,66,65,4.26,21.9,61.17,22.3
541,10/3/2023,PSME,n,45,4750,1:19:10,67,65,34.34,22,82.53,22.4
542,10/3/2023,PSME,o,45,4750,1:19:10,68,65,23.17,22.1,67.81,22.5
543,10/3/2023,PSME,n,25,4750,1:19:10,69,66,7.45,22.1,90.27,22.4
544,10/3/2023,PSME,o,25,4750,1:19:10,70,66,5.06,22,53.32,22.3
545,10/3/2023,PSME,n,45,4750,1:19:10,71,66,48.09,22,95.63,22.4
546,10/3/2023,PSME,o,45,4750,1:19:10,72,66,24.43,22,58.63,22.4
547,10/3/2023,PIPO,n,25,4750,1:19:10,73,72,7.07,21.9,81.74,22.4
548,10/3/2023,PIPO,o,25,4750,1:19:10,74,72,7.01,22,82.87,22.3
549,10/3/2023,PIPO,n,45,4750,1:19:10,75,72,56.76,22,97.21,22.2
550,10/3/2023,PIPO,o,45,4750,1:19:10,76,72,48.31,22,93,22.2
551,10/3/2023,PIPO,n,25,4750,1:19:10,77,73,7.45,21.9,84.1,22.3
552,10/3/2023,PIPO,o,25,4750,1:19:10,78,73,7.07,21.9,75.25,22.4
553,10/3/2023,PIPO,n,45,4750,1:19:10,79,73,39.42,22,93.23,22.5
554,10/3/2023,PIPO,o,45,4750,1:19:10,80,73,40.51,22,86.9,22.5
555,10/3/2023,PIPO,n,25,4750,1:19:10,81,74,8.12,22,98,22.4
556,10/3/2023,PIPO,o,25,4750,1:19:10,82,74,8.41,22,98.12,22.4
557,10/3/2023,PIPO,n,45,4750,1:19:10,83,74,45.49,21.9,105.8,22.3
558,10/3/2023,PIPO,o,45,4750,1:19:10,84,74,30.47,21.9,94.15,22.2
559,10/3/2023,PIPO,n,25,3500,58:20:00,85,75,8.47,21.9,101,22.4
560,10/3/2023,PIPO,o,25,3500,58:20:00,86,75,8.03,22,90.26,22.3
561,10/3/2023,PIPO,n,45,3500,58:20:00,87,75,43.63,21.9,108,22.3
562,10/3/2023,PIPO,o,45,3500,58:20:00,88,75,27.61,21.9,96.37,22.3
563,10/3/2023,PIPO,n,25,3500,58:20:00,89,76,8.34,21.8,101,22.2
564,10/3/2023,PIPO,o,25,3500,58:20:00,90,76,8.9,21.9,91.31,22.2
565,10/3/2023,PIPO,n,45,3500,58:20:00,91,76,34.49,22,113.4,22.3
566,10/3/2023,PIPO,o,45,3500,58:20:00,92,76,20.93,22.1,93.08,22.4
567,10/3/2023,PIPO,n,25,3500,58:20:00,93,77,6.81,22.2,98.16,22.5
568,10/3/2023,PIPO,o,25,3500,58:20:00,94,77,9.01,22.2,91.41,22.5
569,10/3/2023,PIPO,n,45,3500,58:20:00,95,77,29.14,22.2,103.5,22.4
570,10/3/2023,PIPO,o,45,3500,58:20:00,96,77,23.44,22.1,91.35,22.5
571,10/3/2023,PSME,n,25,6000,1:40:00,97,67,6.15,21.9,97.59,21.9
572,10/3/2023,PSME,o,25,6000,1:40:00,98,67,3.21,21.9,43.27,22
573,10/3/2023,PSME,n,45,6000,1:40:00,99,67,33.5,22,100.5,22.1
574,10/3/2023,PSME,o,45,6000,1:40:00,100,67,23.14,22.1,47.52,22
575,10/3/2023,PSME,n,25,6000,1:40:00,101,68,5.17,22.4,71.2,22
576,10/3/2023,PSME,o,25,6000,1:40:00,102,68,5.13,22.5,48.49,21.9
577,10/3/2023,PSME,n,45,6000,1:40:00,103,68,43.18,22.6,83.91,21.9
578,10/3/2023,PSME,o,45,6000,1:40:00,104,68,37.6,22.7,53.18,22
579,10/3/2023,PSME,n,25,6000,1:40:00,105,69,6.04,22.8,80.59,22
580,10/3/2023,PSME,o,25,6000,1:40:00,106,69,3.76,22.9,52.82,22
581,10/3/2023,PSME,n,45,6000,1:40:00,107,69,47.46,22.8,89.9,21.9
582,10/3/2023,PSME,o,45,6000,1:40:00,108,69,26.93,22.7,59.19,21.9
583,10/4/2023,PSME,n,25,3500,58:20:00,109,70,3.96,22.5,52.79,22.7
584,10/4/2023,PSME,o,25,3500,58:20:00,110,70,3.89,22.4,50.52,22.6
585,10/4/2023,PSME,n,45,3500,58:20:00,111,70,11.98,22.5,54.21,22.5
586,10/4/2023,PSME,o,45,3500,58:20:00,112,70,7.03,22.5,52.86,22.4
587,10/4/2023,PSME,n,25,3500,58:20:00,113,71,4.35,22.3,67.22,22.3
588,10/4/2023,PSME,o,25,3500,58:20:00,114,71,4.69,22.2,52.03,22.4
589,10/4/2023,PSME,n,45,3500,58:20:00,115,71,9.37,22.2,68.94,22.3
590,10/4/2023,PSME,o,45,3500,58:20:00,116,71,5.53,22.2,54.33,22.3
591,10/4/2023,PSME,n,25,3500,58:20:00,117,72,4.45,22.4,60.09,22.6
592,10/4/2023,PSME,o,25,3500,58:20:00,118,72,4.84,22.4,57.8,22.5
593,10/4/2023,PSME,n,45,3500,58:20:00,119,72,4.26,22.5,49.49,22.4
594,10/4/2023,PSME,o,45,3500,58:20:00,120,72,11.45,22.4,54.43,22.3
595,10/4/2023,PIPO,n,25,2250,37:30:00,121,78,8.69,22.4,80.44,22.1
596,10/4/2023,PIPO,o,25,2250,37:30:00,122,78,7.63,22.3,70.48,22.2
597,10/4/2023,PIPO,n,45,2250,37:30:00,123,78,16.73,22.4,77.29,22.3
598,10/4/2023,PIPO,o,45,2250,37:30:00,124,78,13.19,22.4,73.3,22.2
599,10/4/2023,PIPO,n,25,2250,37:30:00,125,79,7.73,22.5,83.98,22.3
600,10/4/2023,PIPO,o,25,2250,37:30:00,126,79,7.54,22.5,79.9,22.2
601,10/4/2023,PIPO,n,45,2250,37:30:00,127,79,16.09,22.6,91.3,22.3
602,10/4/2023,PIPO,o,45,2250,37:30:00,128,79,10.75,22.5,86.64,22.3
603,10/4/2023,PIPO,n,25,2250,37:30:00,129,80,6.67,22.4,108.5,22
604,10/4/2023,PIPO,o,25,2250,37:30:00,130,80,8.65,22.4,110.4,22.1
605,10/4/2023,PIPO,n,45,2250,37:30:00,131,80,41.7,22.4,125.1,22.1
606,10/4/2023,PIPO,o,45,2250,37:30:00,132,80,18.86,22.5,110.5,22.1
607,10/4/2023,PIPO,n,25,1000,16:40,133,81,7.14,22.6,86.67,22.2
608,10/4/2023,PIPO,o,25,1000,16:40,134,81,6.98,22.6,67.82,22.1
609,10/4/2023,PIPO,n,45,1000,16:40,135,81,6.9,22.6,85.01,22
610,10/4/2023,PIPO,o,45,1000,16:40,136,81,6.95,22.5,71.74,22
611,10/4/2023,PIPO,n,25,1000,16:40,137,82,9.63,22.6,85.82,21.9
612,10/4/2023,PIPO,o,25,1000,16:40,138,82,8.78,22.5,96.31,21.9
613,10/4/2023,PIPO,n,45,1000,16:40,139,82,9.46,22.6,90.57,22
614,10/4/2023,PIPO,o,45,1000,16:40,140,82,9.06,22.5,97.48,22
615,10/4/2023,PIPO,n,25,1000,16:40,141,83,5.9,22.5,84.63,21.9
616,10/4/2023,PIPO,o,25,1000,16:40,142,83,7.3,22.5,85.88,21.9
617,10/4/2023,PIPO,n,45,1000,16:40,143,83,6.14,22.6,80.93,22
618,10/4/2023,PIPO,o,45,1000,16:40,144,83,7.18,22.6,76.33,22.1
619,10/4/2023,PSME,n,25,1000,16:40,145,73,6.14,22.5,75.4,22
620,10/4/2023,PSME,o,25,1000,16:40,146,73,3.03,22.4,35.79,22.1
621,10/4/2023,PSME,n,45,1000,16:40,147,73,4.81,22.4,70.97,22.1
622,10/4/2023,PSME,o,45,1000,16:40,148,73,3.7,22.4,40.25,22.1
623,10/4/2023,PSME,n,25,1000,16:40,149,74,6.72,22.4,58.29,22
624,10/4/2023,PSME,o,25,1000,16:40,150,74,3.7,22.4,40.23,22
625,10/4/2023,PSME,n,45,1000,16:40,151,74,6.51,22.5,68.58,22
626,10/4/2023,PSME,o,45,1000,16:40,152,74,4.27,22.6,48.11,22.1
627,10/4/2023,PSME,n,25,1000,16:40,153,75,5.65,22.4,74.69,22
628,10/4/2023,PSME,o,25,1000,16:40,154,75,4.62,22.5,55.58,22
629,10/4/2023,PSME,n,45,1000,16:40,155,75,6.55,22.5,81.06,22
630,10/4/2023,PSME,o,45,1000,16:40,156,75,4.46,22.5,51.17,22
631,10/4/2023,PSME,n,25,2250,37:30:00,157,76,6.78,22.4,83.33,22
632,10/4/2023,PSME,o,25,2250,37:30:00,158,76,4.61,22.5,44.11,22
633,10/4/2023,PSME,n,45,2250,37:30:00,159,76,7.01,22.5,71.62,22
634,10/4/2023,PSME,o,45,2250,37:30:00,160,76,4.33,22.5,42.73,22
635,10/4/2023,PSME,n,25,2250,37:30:00,161,77,3.92,22.4,58.97,21.9
636,10/4/2023,PSME,o,25,2250,37:30:00,162,77,3.83,22.4,48.73,22
637,10/4/2023,PSME,n,45,2250,37:30:00,163,77,7.71,22.5,69.52,22.1
638,10/4/2023,PSME,o,45,2250,37:30:00,164,77,5.6,22.6,55.65,22
639,10/4/2023,PSME,n,25,2250,37:30:00,165,78,5.32,22.5,58.96,22
640,10/4/2023,PSME,o,25,2250,37:30:00,166,78,6.72,22.4,51.32,22
641,10/4/2023,PSME,n,45,2250,37:30:00,167,78,6.52,22.4,71.73,21.9
642,10/4/2023,PSME,o,45,2250,37:30:00,168,78,5,22.5,49.93,21.8
643,10/4/2023,PIPO,n,25,200,3:20,169,84,7.52,22.5,80.01,21.6
644,10/4/2023,PIPO,o,25,200,3:20,170,84,7.01,22.5,77.66,21.7
645,10/4/2023,PIPO,n,60,200,3:20,171,84,53.43,22.6,92.87,21.7
646,10/4/2023,PIPO,o,60,200,3:20,172,84,34.2,22.5,81.37,21.7
647,10/4/2023,PIPO,n,25,200,3:20,173,85,7.24,22.5,79.26,21.7
648,10/4/2023,PIPO,o,25,200,3:20,174,85,8.78,22.6,98.19,21.7
649,10/4/2023,PIPO,n,60,200,3:20,175,85,67.96,22.6,105,21.7
650,10/4/2023,PIPO,o,60,200,3:20,176,85,35.01,22.6,88.12,21.7
651,10/4/2023,PIPO,n,25,200,3:20,177,86,5.86,22.6,74.19,21.8
652,10/4/2023,PIPO,o,25,200,3:20,178,86,7.92,22.5,80.22,21.7
653,10/4/2023,PIPO,n,60,200,3:20,179,86,50.42,22.5,85.81,21.7
654,10/4/2023,PIPO,o,60,200,3:20,180,86,38.3,22.4,80.59,21.6
655,10/4/2023,PIPO,n,25,155,2:35,181,87,8.8,22.3,91.38,21.8
656,10/4/2023,PIPO,o,25,155,2:35,183,87,9.61,22.4,101.7,21.8
657,10/4/2023,PIPO,n,60,155,2:35,185,87,64.25,22.4,114.9,21.7
658,10/4/2023,PIPO,o,60,155,2:35,186,87,40.94,22.4,98.01,21.7
663,10/4/2023,PIPO,n,25,155,2:35,191,89,6.49,22.4,81.88,21.9
664,10/4/2023,PIPO,o,25,155,2:35,192,89,7.03,22.4,76.65,21.8
665,10/4/2023,PIPO,n,60,155,2:35,193,89,63.48,22.4,106.4,21.8
666,10/4/2023,PIPO,o,60,155,2:35,194,89,28.82,22.3,74.592,21.7
667,10/11/2023,PIPO,n,25,90,1:30,1,90,8.47,22.5,81.64,22.4
668,10/11/2023,PIPO,o,25,90,1:30,2,90,7.51,22.6,71.07,22.3
669,10/11/2023,PIPO,n,65,90,1:30,3,90,38.8,22.7,88.7,22.3
670,10/11/2023,PIPO,o,65,90,1:30,4,90,29.17,22.7,71.04,22.2
671,10/11/2023,PIPO,n,25,90,1:30,5,91,8.35,22.7,104.4,22.2
672,10/11/2023,PIPO,o,25,90,1:30,6,91,8.16,22.6,105.2,22.2
673,10/11/2023,PIPO,n,65,90,1:30,7,91,52.89,22.7,109.1,22.3
674,10/11/2023,PIPO,o,65,90,1:30,8,91,41.38,22.7,100.5,22.2
675,10/11/2023,PIPO,n,25,90,1:30,9,92,7.66,22.7,76.16,22.2
676,10/11/2023,PIPO,o,25,90,1:30,10,92,7.67,22.7,81.52,22.1
677,10/11/2023,PIPO,n,65,90,1:30,11,92,42.41,22.6,84.07,22.2
678,10/11/2023,PIPO,o,65,90,1:30,12,92,35.85,22.6,79.61,22.1
691,10/11/2023,PIPO,n,25,155,2:35,32,96,8.1,22.4,80.31,22.5
692,10/11/2023,PIPO,o,25,155,2:35,33,96,8.83,22.4,78.66,22.5
693,10/11/2023,PIPO,n,60,155,2:35,34,96,56.04,22.4,96.53,22.4
694,10/11/2023,PIPO,o,60,155,2:35,35,96,34.92,22.3,81.972,22.3
695,10/11/2023,PIPO,n,25,110,1:50,36,97,9.48,22.3,96.72,22.3
696,10/11/2023,PIPO,o,25,110,1:50,37,97,9.29,22.3,94.96,22.3
697,10/11/2023,PIPO,n,60,110,1:50,39,97,82.02,22.4,128.7,22.4
698,10/11/2023,PIPO,o,60,110,1:50,40,97,53.95,22.3,112.5,22.3
703,10/11/2023,PSME,n,25,500,8:20,45,79,7.56,22.4,74.61,22.3
704,10/11/2023,PSME,o,25,500,8:20,46,79,4.23,22.3,38.36,22.3
705,10/11/2023,PSME,n,55,500,8:20,47,79,54.51,22.2,87.46,22.2
706,10/11/2023,PSME,o,55,500,8:20,48,79,24.64,22.3,44.13,22.1
707,10/11/2023,PSME,n,25,500,8:20,49,80,7.24,22.1,70.11,22.1
708,10/11/2023,PSME,o,25,500,8:20,50,80,3.96,22,40.74,22.1
709,10/11/2023,PSME,n,55,500,8:20,51,80,45.2,22.1,80.55,22.2
710,10/11/2023,PSME,o,55,500,8:20,52,80,14.91,22.1,37.71,22.2
711,10/11/2023,PSME,n,25,500,8:20,53,81,4.03,22.2,51.45,22.2
712,10/11/2023,PSME,o,25,500,8:20,54,81,3.88,22.1,35.24,22.1
713,10/11/2023,PSME,n,55,500,8:20,55,81,41.59,22,56.32,22.1
714,10/11/2023,PSME,o,55,500,8:20,56,81,25.58,21.9,41.72,22.1
715,10/11/2023,PIPO,n,25,620,10:20,57,99,6.26,22.1,80.67,22.3
716,10/11/2023,PIPO,o,25,620,10:20,58,99,5.61,22,65.39,22.2
717,10/11/2023,PIPO,n,55,620,10:20,59,99,37.99,22.1,56.034,22.2
718,10/11/2023,PIPO,o,55,620,10:20,60,99,34.63,22.2,45.174,22.1
719,10/11/2023,PIPO,n,25,620,10:20,61,100,7.93,22,96.31,22.1
720,10/11/2023,PIPO,o,25,620,10:20,62,100,8.26,22.1,97,22.2
721,10/11/2023,PIPO,n,55,620,10:20,63,100,36.54,22.2,60.3,22.3
722,10/11/2023,PIPO,o,55,620,10:20,64,100,32.42,22.3,56.64,22.3
723,10/11/2023,PIPO,n,25,620,10:20,65,101,8.3,22.2,90.17,22.4
724,10/11/2023,PIPO,o,25,620,10:20,66,101,7.52,22.2,88.17,22.3
725,10/11/2023,PIPO,n,55,620,10:20,67,101,43.57,22.1,58.71,22.3
726,10/11/2023,PIPO,o,55,620,10:20,68,101,44.06,22,61.62,22.3
735,10/11/2023,PSME,n,25,750,12:30,77,82,6.11,22,74.32,22.1
736,10/11/2023,PSME,o,25,750,12:30,78,82,5.88,22,64.6,22.1
737,10/11/2023,PSME,n,50,750,12:30,79,82,13.69,22.1,74.98,22.1
738,10/11/2023,PSME,o,50,750,12:30,80,82,8.09,22.1,58.66,22
739,10/11/2023,PSME,n,25,750,12:30,81,83,5.08,21.9,63.48,22.1
740,10/11/2023,PSME,o,25,750,12:30,82,83,4.36,21.8,46.08,22.1
741,10/11/2023,PSME,n,50,750,12:30,83,83,16.81,21.7,82.55,22
742,10/11/2023,PSME,o,50,750,12:30,84,83,5.27,21.7,47.67,22.1
743,10/11/2023,PSME,n,25,750,12:30,85,84,4.49,21.7,93.28,22
744,10/11/2023,PSME,o,25,750,12:30,86,84,3.18,21.8,50.66,21.9
745,10/11/2023,PSME,n,50,750,12:30,87,84,33.43,21.9,100.2,22
746,10/11/2023,PSME,o,50,750,12:30,88,84,7.83,21.9,48.58,22
747,10/11/2023,PIPO,n,25,8200,2:16:40,89,104,7.29,22,78.28,22.2
748,10/11/2023,PIPO,o,25,8200,2:16:40,90,104,6.29,21.9,79.15,22.2
749,10/11/2023,PIPO,n,45,8200,2:16:40,91,104,45.67,21.9,91.41,22.2
750,10/11/2023,PIPO,o,45,8200,2:16:40,92,104,43.44,21.8,87.5,22.2
751,10/11/2023,PIPO,n,25,8200,2:16:40,93,105,6.93,21.8,82.2,22.2
752,10/11/2023,PIPO,o,25,8200,2:16:40,94,105,7.73,21.8,90.33,22.1
753,10/11/2023,PIPO,n,45,8200,2:16:40,95,105,41.48,21.8,73.84,22.1
754,10/11/2023,PIPO,o,45,8200,2:16:40,96,105,63.91,21.8,92.3,22
755,10/11/2023,PSME,n,25,2250,37:30:00,97,85,7.8,22.1,81.07,22
756,10/11/2023,PSME,o,25,2250,37:30:00,98,85,4.11,22,52.63,22
757,10/11/2023,PSME,n,50,2250,37:30:00,99,85,51.01,22,79.42,22
758,10/11/2023,PSME,o,50,2250,37:30:00,100,85,22.68,22.1,45.55,22
759,10/11/2023,PSME,n,25,2250,37:30:00,101,86,3.9,22.1,40.12,21.9
760,10/11/2023,PSME,o,25,2250,37:30:00,102,86,4.24,22.2,56.32,22
761,10/11/2023,PSME,n,50,2250,37:30:00,103,86,31.91,22.3,62.52,22.1
762,10/11/2023,PSME,o,50,2250,37:30:00,104,86,27.65,22.4,58.5,22
763,10/11/2023,PSME,n,25,2250,37:30:00,105,87,5.88,22.5,58.96,22
764,10/11/2023,PSME,o,25,2250,37:30:00,106,87,6.7,22.6,51.32,22
765,10/11/2023,PSME,n,50,2250,37:30:00,107,87,45.51,22.5,71.73,21.9
766,10/11/2023,PSME,o,50,2250,37:30:00,108,87,40.23,22.5,69.93,21.8
0,NA,PSME,n,25,0,0:00,NA,1000,0,25,100,25
0,NA,PSME,o,25,0,0:00,NA,1000,0,25,100,25
0,NA,PSME,n,45,0,0:00,NA,1000,0,25,100,25
0,NA,PSME,o,45,0,0:00,NA,1000,0,25,100,25
0,NA,PIPO,n,25,0,0:00,NA,1000,0,25,100,25
0,NA,PIPO,o,25,0,0:00,NA,1000,0,25,100,25
0,NA,PIPO,n,45,0,0:00,NA,1000,0,25,100,25
0,NA,PIPO,o,45,0,0:00,NA,1000,0,25,100,25
0,NA,PSME,n,25,0,0:00,NA,1001,0,25,100,25
0,NA,PSME,o,25,0,0:00,NA,1001,0,25,100,25
0,NA,PSME,n,50,0,0:00,NA,1001,0,25,100,25
0,NA,PSME,o,50,0,0:00,NA,1001,0,25,100,25
0,NA,PIPO,n,25,0,0:00,NA,1001,0,25,100,25
0,NA,PIPO,o,25,0,0:00,NA,1001,0,25,100,25
0,NA,PIPO,n,50,0,0:00,NA,1001,0,25,100,25
0,NA,PIPO,o,50,0,0:00,NA,1001,0,25,100,25
0,NA,PSME,n,25,0,0:00,NA,1002,0,25,100,25
0,NA,PSME,o,25,0,0:00,NA,1002,0,25,100,25
0,NA,PSME,n,55,0,0:00,NA,1002,0,25,100,25
0,NA,PSME,o,55,0,0:00,NA,1002,0,25,100,25
0,NA,PIPO,n,25,0,0:00,NA,1002,0,25,100,25
0,NA,PIPO,o,25,0,0:00,NA,1002,0,25,100,25
0,NA,PIPO,n,55,0,0:00,NA,1002,0,25,100,25
0,NA,PIPO,o,55,0,0:00,NA,1002,0,25,100,25
0,NA,PSME,n,25,0,0:00,NA,1003,0,25,100,25
0,NA,PSME,o,25,0,0:00,NA,1003,0,25,100,25
0,NA,PSME,n,60,0,0:00,NA,1003,0,25,100,25
0,NA,PSME,o,60,0,0:00,NA,1003,0,25,100,25
0,NA,PIPO,n,25,0,0:00,NA,1003,0,25,100,25
0,NA,PIPO,o,25,0,0:00,NA,1003,0,25,100,25
0,NA,PIPO,n,60,0,0:00,NA,1003,0,25,100,25
0,NA,PIPO,o,60,0,0:00,NA,1003,0,25,100,25
0,NA,PSME,n,25,0,0:00,NA,1004,0,25,100,25
0,NA,PSME,o,25,0,0:00,NA,1004,0,25,100,25
0,NA,PSME,n,65,0,0:00,NA,1004,0,25,100,25
0,NA,PSME,o,65,0,0:00,NA,1004,0,25,100,25
0,NA,PIPO,n,25,0,0:00,NA,1004,0,25,100,25
0,NA,PIPO,o,25,0,0:00,NA,1004,0,25,100,25
0,NA,PIPO,n,65,0,0:00,NA,1004,0,25,100,25
0,NA,PIPO,o,65,0,0:00,NA,1004,0,25,100,25
